question_id,skill_id,source,source_version,is_train_only
365981,54,provided_static,1,False
426415,279,provided_static,1,False
86686,79,provided_static,1,False
401234,86,provided_static,1,False
87699,311,provided_static,1,False
88297,311,provided_static,1,False
93198,11,provided_static,1,False
86648,280,provided_static,1,False
248623,338,provided_static,1,False
185941,81,provided_static,1,False
423114,325,provided_static,1,False
167337,322,provided_static,1,False
91132,13,provided_static,1,False
163256,312,provided_static,1,False
401322,75,provided_static,1,False
403755,86,provided_static,1,False
404999,336,provided_static,1,False
404966,315,provided_static,1,False
93885,91,provided_static,1,False
187122,340,provided_static,1,False
221928,70,provided_static,1,False
54117,67,provided_static,1,False
108157,101,provided_static,1,False
94696,311,provided_static,1,False
91094,13,provided_static,1,False
54141,67,provided_static,1,False
222003,70,provided_static,1,False
89896,277,provided_static,1,False
88948,24,provided_static,1,False
219323,363,provided_static,1,False
84589,309,provided_static,1,False
423019,325,provided_static,1,False
122261,324,provided_static,1,False
129627,333,provided_static,1,False
86638,79,provided_static,1,False
167359,322,provided_static,1,False
88892,25,provided_static,1,False
89905,277,provided_static,1,False
87290,79,provided_static,1,False
128417,378,provided_static,1,False
85716,49,provided_static,1,False
139959,25,provided_static,1,False
401225,75,provided_static,1,False
51162,309,provided_static,1,False
97539,311,provided_static,1,False
75239,110,provided_static,1,False
86583,79,provided_static,1,False
171594,42,provided_static,1,False
55098,368,provided_static,1,False
91061,12,provided_static,1,False
114096,103,provided_static,1,False
187254,340,provided_static,1,False
124206,34,provided_static,1,False
84593,309,provided_static,1,False
85828,47,provided_static,1,False
88311,311,provided_static,1,False
218757,61,provided_static,1,False
87615,311,provided_static,1,False
169726,296,provided_static,1,False
84609,309,provided_static,1,False
188895,82,provided_static,1,False
217708,15,provided_static,1,False
222014,70,provided_static,1,False
89681,75,provided_static,1,False
188867,82,provided_static,1,False
128425,378,provided_static,1,False
221961,70,provided_static,1,False
124226,34,provided_static,1,False
221937,70,provided_static,1,False
88198,86,provided_static,1,False
221988,70,provided_static,1,False
94683,311,provided_static,1,False
420657,322,provided_static,1,False
88349,311,provided_static,1,False
107905,312,provided_static,1,False
53296,51,provided_static,1,False
122311,324,provided_static,1,False
87132,61,provided_static,1,False
140527,27,provided_static,1,False
85850,47,provided_static,1,False
86359,280,provided_static,1,False
53896,277,provided_static,1,False
140533,27,provided_static,1,False
139936,25,provided_static,1,False
75441,307,provided_static,1,False
85699,49,provided_static,1,False
86221,65,provided_static,1,False
49739,323,provided_static,1,False
108293,312,provided_static,1,False
52834,49,provided_static,1,False
97709,311,provided_static,1,False
97659,311,provided_static,1,False
420646,326,provided_static,1,False
108278,312,provided_static,1,False
87326,79,provided_static,1,False
114113,103,provided_static,1,False
114073,103,provided_static,1,False
129161,94,provided_static,1,False
423056,325,provided_static,1,False
140524,27,provided_static,1,False
86319,280,provided_static,1,False
108263,312,provided_static,1,False
87482,311,provided_static,1,False
91126,13,provided_static,1,False
171698,42,provided_static,1,False
88329,311,provided_static,1,False
75464,307,provided_static,1,False
87836,311,provided_static,1,False
86187,65,provided_static,1,False
75231,110,provided_static,1,False
88386,311,provided_static,1,False
94982,46,provided_static,1,False
423064,325,provided_static,1,False
54162,67,provided_static,1,False
129119,94,provided_static,1,False
87292,79,provided_static,1,False
196811,27,provided_static,1,False
187669,278,provided_static,1,False
126315,299,provided_static,1,False
102494,75,provided_static,1,False
56682,8,provided_static,1,False
66526,49,provided_static,1,False
137342,336,provided_static,1,False
108105,312,provided_static,1,False
39705,98,provided_static,1,False
650479,27,provided_static,1,False
401195,75,provided_static,1,False
1085,77,provided_static,1,False
88333,311,provided_static,1,False
218704,61,provided_static,1,False
248605,338,provided_static,1,False
163292,312,provided_static,1,False
248631,338,provided_static,1,False
185501,75,provided_static,1,False
140150,27,provided_static,1,False
79572,27,provided_static,1,False
79353,27,provided_static,1,False
20381,163,provided_static,1,False
685317,523,provided_static,1,False
51043,310,provided_static,1,False
218678,61,provided_static,1,False
221957,70,provided_static,1,False
86261,80,provided_static,1,False
246945,65,provided_static,1,False
89290,297,provided_static,1,False
86710,79,provided_static,1,False
89431,39,provided_static,1,False
248639,338,provided_static,1,False
