dataset,fold_id,src_skill_id,dst_skill_id,relation_type,directed,weight,support_count,source_split,source_fold,support_source,support_interaction_ids_hash,support_question_ids_hash,construction_method,threshold,confidence,created_at
kdd2010,0,4,6,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,8,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,9,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,11,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,12,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,13,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,14,E_co,False,0.0769610411361284,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,15,E_co,False,0.0769610411361284,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,16,E_co,False,0.0769610411361284,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,17,E_co,False,0.0769610411361284,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,18,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,19,E_co,False,0.0712630200214907,21,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,21,E_co,False,0.0769610411361284,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,22,E_co,False,0.0769610411361284,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,23,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,24,E_co,False,0.11778303565638346,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,25,E_co,False,0.11778303565638346,23,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,26,E_co,False,0.11778303565638346,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,27,E_co,False,0.11778303565638346,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,28,E_co,False,0.11778303565638346,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,29,E_co,False,0.11778303565638346,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,30,E_co,False,0.11778303565638346,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,31,E_co,False,0.11778303565638346,21,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,32,E_co,False,0.11778303565638346,16,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,33,E_co,False,0.11778303565638346,16,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,34,E_co,False,0.11778303565638346,16,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,35,E_co,False,0.11778303565638346,16,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,36,E_co,False,0.11778303565638346,16,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,37,E_co,False,0.11778303565638365,15,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,38,E_co,False,0.11778303565638365,19,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,39,E_co,False,0.11778303565638346,14,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,40,E_co,False,0.11778303565638365,20,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,41,E_co,False,0.11778303565638365,20,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,42,E_co,False,0.11778303565638346,23,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,43,E_co,False,0.11778303565638346,11,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,44,E_co,False,0.11778303565638346,13,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,45,E_co,False,0.11778303565638346,13,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,4,46,E_co,False,0.11778303565638365,15,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,8,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,9,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,11,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,12,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,13,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,14,E_co,False,0.03774032798284711,25,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,15,E_co,False,0.03774032798284711,25,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,16,E_co,False,0.03774032798284711,25,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,17,E_co,False,0.03774032798284711,25,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,18,E_co,False,0.03774032798284711,26,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,19,E_co,False,0.03774032798284711,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,21,E_co,False,0.03774032798284711,25,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,22,E_co,False,0.03774032798284711,25,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,23,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,24,E_co,False,0.03774032798284711,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,25,E_co,False,0.03774032798284711,23,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,26,E_co,False,0.03774032798284711,24,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
kdd2010,0,6,27,E_co,False,0.03774032798284711,22,train,0,train,hash,hash,pmi,0,1.0,2026-05-15T02:23:26.524033
