dataset,fold_id,src_skill_id,dst_skill_id,relation_type,directed,weight,support_count,source_split,source_fold,support_source,support_interaction_ids_hash,support_question_ids_hash,construction_method,threshold,confidence,created_at
assist2012,0,40,295,E_co,False,1.7498195959009941,134,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,25,40,E_co,False,1.623726555406731,236,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,25,295,E_co,False,1.7179598631418287,155,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,18,E_co,False,1.443774971051166,77,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,276,E_co,False,0.6972935279637517,99,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,278,E_co,False,0.46869014394306,66,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,279,E_co,False,0.7611821320283852,110,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,280,E_co,False,0.6512693325744318,151,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,49,E_co,False,0.8401814674387373,53,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,50,E_co,False,0.9408536674646524,45,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,51,E_co,False,1.4071909150737498,67,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,67,E_co,False,0.8166679847362116,97,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,79,E_co,False,1.0631313260000181,113,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
assist2012,0,16,82,E_co,False,0.7487170317147561,37,train,0,train,hash,hash,pmi,0,1.0,2026-05-12T11:20:29.195344
