question_id,skill_id,source,source_version,is_train_only
16986,31,provided_static,1,false
12528,55,provided_static,1,false
10232,96,provided_static,1,false
12737,55,provided_static,1,false
7,4,provided_static,1,false
16717,27,provided_static,1,false
3905,74,provided_static,1,false
21835,4,provided_static,1,false
8130,12,provided_static,1,false
7389,25,provided_static,1,false
6770,39,provided_static,1,false
5660,34,provided_static,1,false
3723,10,provided_static,1,false
7432,5,provided_static,1,false
9661,20,provided_static,1,false
1666,38,provided_static,1,false
18000,12,provided_static,1,false
10369,13,provided_static,1,false
11837,4,provided_static,1,false
11826,4,provided_static,1,false
3866,12,provided_static,1,false
15421,26,provided_static,1,false
14201,41,provided_static,1,false
2822,5,provided_static,1,false
7716,11,provided_static,1,false
11309,26,provided_static,1,false
11510,21,provided_static,1,false
5490,32,provided_static,1,false
15903,30,provided_static,1,false
19264,13,provided_static,1,false
5927,16,provided_static,1,false
1579,2,provided_static,1,false
16739,9,provided_static,1,false
5175,12,provided_static,1,false
4091,17,provided_static,1,false
3310,12,provided_static,1,false
15350,11,provided_static,1,false
5470,16,provided_static,1,false
15815,9,provided_static,1,false
11882,52,provided_static,1,false
15901,39,provided_static,1,false
20105,9,provided_static,1,false
8325,51,provided_static,1,false
21377,28,provided_static,1,false
8710,5,provided_static,1,false
8595,87,provided_static,1,false
10882,2,provided_static,1,false
2867,33,provided_static,1,false
15198,55,provided_static,1,false
19569,47,provided_static,1,false
9902,9,provided_static,1,false
15305,4,provided_static,1,false
18762,9,provided_static,1,false
20899,9,provided_static,1,false
10046,105,provided_static,1,false
13168,12,provided_static,1,false
5916,20,provided_static,1,false
3924,70,provided_static,1,false
16009,31,provided_static,1,false
7697,8,provided_static,1,false
20585,9,provided_static,1,false
21861,12,provided_static,1,false
15237,28,provided_static,1,false
48,11,provided_static,1,false
16005,12,provided_static,1,false
19004,56,provided_static,1,false
6959,26,provided_static,1,false
1152,10,provided_static,1,false
18293,13,provided_static,1,false
6511,100,provided_static,1,false
16397,12,provided_static,1,false
2339,23,provided_static,1,false
9743,51,provided_static,1,false
4001,67,provided_static,1,false
5998,10,provided_static,1,false
10437,31,provided_static,1,false
3816,47,provided_static,1,false
8615,12,provided_static,1,false
12767,8,provided_static,1,false
1202,40,provided_static,1,false
11639,21,provided_static,1,false
20189,13,provided_static,1,false
478,28,provided_static,1,false
18397,9,provided_static,1,false
16472,7,provided_static,1,false
18844,26,provided_static,1,false
9870,15,provided_static,1,false
22039,9,provided_static,1,false
15165,27,provided_static,1,false
16755,23,provided_static,1,false
